"v_timeStamp","v_libraryCard","v_libraryVisits","v_itemsYear","v_scifiYear","v_DoULike_Novel","v_DoULike_YA","v_DoULike_SS","v_DoULike_Audio","v_printVsE","v_bookChoice[0]","v_bookChoice[1]","v_bookChoice[2]","v_bookChoice[3]","v_bookChoice[4]","v_bookChoice[5]","v_bookChoice[6]","v_bookChoice[7]","v_bookChoice[8]","v_bookChoice[9]","v_bookChoice[10]","v_bookChoice[11]","v_bookChoiceOthr","v_DescribU_IndProf","v_DescribU_Academic","v_DescribU_ProWriter","v_DescribU_Teacher","v_DescribU_Librarian","v_Age","v_Education","v_Gender","v_HHPeeps","v_HHIncome","v_Zip"
"2018/04/27 12:48:16 PM MDT","2","4","4","4","1","1","1","1","4","3","3","2","2","2","2","1","3","2","1","4","4","","0","0","0","0","0","5","6","1","3","4","55107"
"2018/04/27 1:19:15 PM MDT","2","4","4","3","1","1","0","1","4","3","4","3","3","4","4","2","3","4","2","4","3","","0","0","0","0","1","5","7","1","3","6","94043"
"2018/04/27 1:33:12 PM MDT","2","4","4","3","1","0","1","0","4","2","2","2","3","2","2","2","2","2","2","2","1","Mentioned by a friend.","0","0","0","0","1","6","7","2","3","4","95051"
"2018/04/27 1:43:01 PM MDT","2","4","4","2","1","1","0","1","4","3","1","4","2","3","3","1","1","4","1","5","5","","0","0","0","0","1","4","7","2","1","2","53211"
"2018/04/27 1:49:52 PM MDT","2","2","2","2","1","0","0","0","1","-1","5","5","5","5","5","-1","-1","-1","-1","-1","-1","","0","0","0","0","0","5","6","-1","2","2","-1"
"2018/04/27 2:01:47 PM MDT","2","4","4","3","1","1","1","1","2","2","3","4","3","4","2","1","1","2","1","4","2","","0","0","0","0","1","5","5","1","2","2","04085"
"2018/04/27 2:02:40 PM MDT","2","-1","4","3","1","1","1","1","6","3","2","-1","3","-1","-1","1","1","3","3","3","4","I left the questions about series blank, because I generally avoid series these days.  There are too many other books to read!","0","0","0","0","1","4","7","1","2","2","70809"
"2018/04/27 3:25:40 PM MDT","2","4","4","2","1","1","1","1","4","3","2","4","3","3","4","3","1","4","3","4","4","","0","0","0","0","1","4","7","1","1","2","48197"
"2018/04/27 4:10:27 PM MDT","2","4","4","2","1","1","0","1","6","2","4","3","2","3","2","1","1","2","1","2","1","","0","0","0","0","1","5","7","1","2","3","44313"
"2018/04/27 4:27:02 PM MDT","2","4","4","3","1","1","0","0","1","3","4","4","5","5","4","3","2","5","3","4","4","","0","0","0","0","1","5","6","1","2","3","95062"
"2018/04/27 5:44:54 PM MDT","2","4","3","3","1","1","1","1","1","1","5","4","4","5","5","3","3","4","4","4","4","","0","0","0","0","1","5","7","2","1","3","91505"
"2018/04/27 8:52:17 PM MDT","2","4","4","3","1","1","1","1","2","4","4","2","2","3","1","1","3","3","1","4","4","","0","0","0","0","1","4","7","1","2","3","95482"
"2018/04/28 6:26:16 AM MDT","2","4","4","1","1","0","0","0","5","3","1","3","2","3","4","1","1","1","1","2","2","","0","0","0","0","1","6","6","1","2","3","73112"
"2018/04/28 6:32:57 AM MDT","2","4","4","3","1","1","0","0","7","4","2","4","4","3","1","1","2","3","3","1","4","","0","0","0","0","1","4","7","1","2","3","78752"
"2018/04/28 8:26:46 AM MDT","2","2","3","3","1","1","1","1","4","3","3","2","3","2","3","2","2","3","4","1","3","","0","0","0","0","0","5","7","1","3","4","97330"
"2018/04/28 9:28:30 AM MDT","2","4","4","3","1","1","1","1","1","2","2","2","3","3","2","3","3","3","2","3","3","Intriguing premise, plot summary or cover","0","0","0","0","1","5","7","1","2","4","60714"
"2018/04/28 12:08:12 PM MDT","2","4","3","2","1","1","0","1","4","3","2","4","3","3","3","1","1","4","1","3","2","","0","0","0","0","1","4","7","1","2","3","25704"
"2018/04/28 12:57:08 PM MDT","2","1","1","1","1","1","1","0","4","3","3","4","4","4","2","1","1","3","4","4","4","","0","0","0","0","0","5","6","1","1","4","-1"
"2018/04/28 1:30:53 PM MDT","2","4","3","2","1","1","1","0","2","3","3","3","4","4","3","3","4","4","4","4","3","","0","0","0","0","1","5","7","1","2","4","94805"
"2018/04/28 6:11:47 PM MDT","2","4","4","3","1","1","0","1","3","4","1","1","3","3","3","1","1","2","3","4","4","","0","0","0","0","1","5","8","1","2","3","-1"
"2018/04/28 6:14:25 PM MDT","2","4","3","1","1","1","0","0","3","2","2","4","2","1","1","1","1","1","1","1","1","","0","0","0","0","0","2","2","-1","3","-1","90027"
"2018/04/28 6:21:06 PM MDT","2","4","4","2","1","0","0","0","1","2","1","5","3","4","1","2","1","3","5","3","1","","0","0","0","0","0","2","2","1","2","1","90020"
"2018/04/28 6:38:32 PM MDT","2","3","2","1","1","1","1","1","2","3","3","4","4","3","4","3","4","4","2","3","3","","0","0","0","0","0","2","2","1","3","2","90039"
"2018/04/28 6:59:13 PM MDT","2","3","2","0","1","1","0","0","4","3","2","2","3","2","3","4","3","3","2","3","3","","0","0","0","0","0","3","2","1","3","-1","-1"
"2018/04/28 7:26:46 PM MDT","2","2","2","0","1","1","1","1","3","3","3","4","3","3","3","3","3","2","2","1","1","","0","0","0","0","0","2","2","1","3","2","-1"
"2018/04/28 8:31:01 PM MDT","2","2","2","2","1","1","1","0","6","4","4","4","4","4","4","4","4","4","4","4","4","","0","1","0","0","0","5","7","1","3","3","90031"
"2018/04/28 8:42:48 PM MDT","2","4","4","2","1","1","1","1","2","3","2","2","2","2","2","2","2","2","2","3","2","","0","0","0","0","0","2","2","1","3","-1","90039"
"2018/04/28 9:13:57 PM MDT","2","4","3","2","1","1","1","0","4","2","1","5","3","4","3","1","1","2","3","4","4","","0","0","0","0","0","2","2","2","3","-1","-1"
"2018/04/29 7:34:47 AM MDT","2","4","3","1","1","1","1","1","1","2","3","4","2","4","1","1","1","4","4","4","1","I am a huge fan of debut novels.","0","0","0","0","1","7","6","-1","2","2","44077"
"2018/04/29 8:09:46 AM MDT","2","2","2","1","1","1","0","1","1","3","4","3","3","4","4","4","3","4","3","4","4","","0","0","0","1","0","5","7","1","3","4","27958"
"2018/04/29 9:45:25 AM MDT","2","4","2","1","1","1","0","0","1","2","2","5","5","5","5","4","4","5","5","-1","-1","","0","0","0","0","0","2","2","1","3","-1","-1"
"2018/04/29 11:03:30 AM MDT","2","4","4","2","1","0","1","0","1","2","3","2","4","4","4","4","4","4","3","2","2","","0","0","0","0","0","7","7","1","2","3","90039"
"2018/04/29 11:08:28 AM MDT","2","4","4","1","1","1","1","1","2","3","3","2","4","3","4","3","4","5","4","5","3","","0","0","0","0","1","4","7","1","2","4","95008"
"2018/04/29 1:23:37 PM MDT","2","4","4","3","1","1","0","0","4","3","3","4","4","5","4","2","4","4","2","4","1","","0","0","0","0","1","5","7","2","3","3","25438"
"2018/04/29 2:39:40 PM MDT","2","2","2","1","1","1","1","0","3","1","2","2","3","3","1","1","1","2","3","2","2","","0","0","0","0","0","2","2","2","3","4","90026"
"2018/04/29 2:43:36 PM MDT","1","0","0","0","1","1","1","0","6","1","3","2","5","3","1","1","1","3","1","1","1","An author I know, whose books I enjoy, recommends a book","0","0","0","0","0","7","6","-1","2","-1","58103"
"2018/04/29 3:19:22 PM MDT","2","4","4","3","1","1","0","1","2","3","1","2","2","2","3","1","1","2","1","3","1","","0","0","0","1","0","4","7","1","2","3","-1"
"2018/04/29 5:11:32 PM MDT","2","4","4","2","1","0","1","1","4","3","2","1","3","4","3","2","3","4","3","4","4","","0","0","0","0","1","5","7","1","3","-1","-1"
"2018/04/29 5:54:31 PM MDT","2","4","4","2","1","1","0","0","1","2","2","3","3","4","4","2","2","4","2","3","2","","0","0","0","0","0","7","7","1","2","3","15101"
"2018/04/29 8:56:25 PM MDT","2","2","2","2","1","1","1","0","3","3","1","2","4","4","4","1","2","3","2","4","3","","0","0","0","0","0","5","4","-1","3","6","55311"
"2018/04/30 12:05:37 PM MDT","2","4","3","3","1","1","0","1","4","4","3","3","3","4","3","1","1","4","4","2","3","","0","0","1","0","0","5","6","2","3","5","90039"
"2018/04/30 5:19:53 PM MDT","2","1","2","2","1","1","0","1","4","3","2","3","3","2","3","3","1","3","3","2","2","The book is available in the format I'm interested in at that time.","0","0","0","0","1","4","7","1","2","2","06460"
"2018/04/30 6:51:24 PM MDT","2","3","1","1","1","1","0","1","4","1","3","5","4","5","5","1","1","1","1","3","2","","0","0","0","0","0","2","2","2","3","-1","-1"
"2018/04/30 8:22:34 PM MDT","2","3","3","1","1","0","1","1","3","3","4","1","3","3","3","3","3","4","4","5","4","","1","0","0","0","0","5","6","1","3","-1","91208"
"2018/04/30 10:39:37 PM MDT","2","2","1","4","1","1","0","0","3","4","3","4","5","5","4","3","3","4","4","4","5","","0","0","0","0","0","2","3","2","3","2","90027"
"2018/05/01 2:23:54 PM MDT","2","4","2","1","1","1","0","0","1","2","5","5","3","5","4","3","3","3","2","3","3","","0","0","0","0","0","5","4","1","3","-1","-1"
"2018/05/01 4:44:08 PM MDT","2","4","3","2","1","1","0","0","3","2","2","3","1","3","3","2","2","3","4","4","3","","0","0","0","0","0","2","2","1","2","-1","90026"
"2018/05/01 4:46:44 PM MDT","2","1","0","0","1","0","0","0","1","5","5","5","5","5","5","5","5","5","5","5","5","","0","0","1","0","0","2","1","1","2","3","90057"
"2018/05/01 5:20:25 PM MDT","2","4","4","4","1","1","1","1","2","2","4","4","4","3","3","1","2","3","3","4","3","","0","0","0","0","1","5","6","2","2","3","-1"
"2018/05/01 5:35:27 PM MDT","2","4","4","2","1","1","1","0","1","2","3","5","1","4","3","1","2","1","1","3","2","","0","0","0","0","0","2","1","1","3","-1","-1"
"2018/05/02 11:36:54 AM MDT","2","4","2","1","1","1","0","1","2","3","2","3","3","2","3","2","1","2","2","3","3","","0","0","0","0","1","4","6","1","2","-1","-1"
"2018/05/03 1:56:06 PM MDT","2","4","4","3","1","0","1","0","1","4","5","1","3","1","1","2","2","5","1","3","4","","0","0","0","0","1","5","7","1","2","-1","-1"
"2018/05/04 10:36:55 AM MDT","2","4","3","4","1","1","0","0","1","4","3","-1","4","4","5","4","2","5","5","5","5","","0","0","0","0","1","6","7","1","2","3","90065"
"2018/05/06 1:43:27 AM MDT","2","4","3","2","1","1","1","0","1","1","1","5","1","5","5","1","1","1","1","1","1","","0","0","0","0","0","2","2","-1","3","-1","-1"
"2018/05/08 11:10:33 AM MDT","0","0","0","0","1","0","0","0","7","3","5","2","1","1","1","1","1","1","1","1","1","I read the first few chapters. If I like what I see, I buy it.","0","0","0","0","0","5","7","2","3","-1","-1"
"2018/05/08 12:00:52 PM MDT","2","2","3","2","1","1","1","1","4","2","3","-1","3","3","2","1","3","1","1","2","1","recommendations by friends","0","0","0","0","0","6","4","2","2","-1","92081"
"2018/05/08 1:15:47 PM MDT","2","3","3","3","1","1","0","0","2","2","4","4","4","4","2","2","3","3","3","3","-1","If the book won an award, I consider the award carefully. Many (eg. Hugo or Nebula) have become negative indicators of readability (books that appeal to a fairly insular group of award givers, rather than the general reader base).","0","0","0","0","0","5","7","2","2","3","98001"
"2018/05/08 3:35:10 PM MDT","2","0","2","1","1","1","0","0","5","3","2","3","5","4","5","1","1","2","1","1","1","","0","0","0","0","0","5","6","2","2","3","91320"
"2018/05/08 4:24:45 PM MDT","2","4","4","2","1","1","0","1","2","3","4","3","4","4","2","1","2","3","3","3","2","An interesting synopsis can get me interested in a book.  Also word of mouth from friends can get me to try a book.","0","0","0","1","0","5","7","2","1","3","-1"
"2018/05/08 4:27:35 PM MDT","2","2","1","1","1","0","0","0","7","3","3","3","3","3","3","2","4","4","3","4","3","","0","0","0","0","0","7","7","1","2","3","-1"
"2018/05/08 9:49:11 PM MDT","2","4","3","2","1","1","0","1","7","4","3","3","5","5","5","5","5","4","5","5","4","","0","1","0","0","1","2","2","2","3","2","-1"
"2018/05/09 3:19:34 PM MDT","2","1","1","1","1","0","1","0","2","1","4","2","4","3","3","1","2","2","1","2","1","","0","0","0","0","0","6","5","2","1","4","80228"
"2018/05/09 5:18:19 PM MDT","2","2","2","2","0","0","0","0","3","2","3","3","3","3","2","2","3","2","3","3","1","","0","0","0","0","0","7","7","2","2","3","-1"
"2018/05/09 9:53:28 PM MDT","2","4","4","4","1","1","1","0","1","1","2","2","2","3","3","1","2","1","1","1","1","The summary on the inside flap/back cover.  It needs give me a general idea of what the book is about and convey the overall flavor without giving away too much.  Not blurbs, not somebody talking about how groundbreaking the book was; just tell me what it's about.","0","0","0","0","0","4","6","1","2","-1","-1"
"2018/05/10 12:04:12 PM MDT","2","4","4","2","1","1","1","1","4","2","3","3","4","3","4","3","1","2","1","3","2","","0","0","0","0","1","5","7","1","2","2","48108"
"2018/05/12 12:57:06 AM MDT","2","4","4","3","1","1","1","1","5","3","3","4","4","5","3","2","3","3","4","5","3","","0","1","0","0","1","5","7","2","2","4","94590"
"2018/05/15 10:51:38 AM MDT","2","4","4","0","1","1","1","1","2","2","4","2","2","3","2","1","2","4","3","3","4","Recommended by respected friend. Appears on lists that I respect.","0","0","0","0","1","6","7","1","2","-1","90039"
"2018/05/15 7:45:24 PM MDT","2","4","4","4","1","1","1","1","4","1","3","4","3","2","4","3","1","1","2","3","1","That the description sounds good","0","0","0","0","0","1","1","-1","2","-1","-1"
"2018/05/19 3:58:17 PM MDT","2","4","4","1","1","1","0","0","1","1","3","2","1","3","3","2","3","3","3","4","3","","0","0","0","0","1","5","7","1","2","-1","91205"
"2018/05/23 10:22:27 AM MDT","2","2","1","1","1","1","1","1","2","3","2","3","3","2","3","2","2","2","4","3","2","","0","1","0","0","0","3","6","1","2","1","32533"
"2018/05/23 10:52:17 AM MDT","2","4","4","4","1","1","0","1","2","2","1","3","4","5","3","1","2","1","4","2","1","","0","0","0","0","0","2","2","1","3","-1","19808"
"2018/05/23 11:26:42 AM MDT","2","3","4","2","1","1","1","0","7","5","5","2","5","4","4","1","4","4","2","4","4","availability at library","0","0","0","0","0","5","7","2","3","5","43074"
"2018/05/23 11:35:24 AM MDT","2","4","4","0","1","1","0","0","4","2","1","5","3","5","5","1","4","1","1","3","1","","0","0","0","0","0","4","3","1","2","-1","11208"
"2018/05/23 11:41:05 AM MDT","2","4","4","2","1","1","0","0","1","3","5","5","3","4","4","1","3","1","1","3","3","","0","0","0","0","0","2","3","1","3","1","-1"
"2018/05/23 11:44:38 AM MDT","2","2","2","2","1","1","1","1","3","3","3","4","2","5","4","3","2","2","1","1","1","","0","0","0","0","0","2","2","1","3","-1","-1"
"2018/05/23 11:53:57 AM MDT","2","2","2","2","1","1","0","0","3","4","2","3","3","5","4","1","1","4","2","2","2","It's a group or buddy reads in one of the Goodreads groups I'm a member of.","0","0","0","0","0","5","7","1","1","-1","-1"
"2018/05/23 12:19:10 PM MDT","2","3","4","3","1","1","0","0","1","3","3","3","3","3","4","2","4","3","3","5","3","","0","0","0","0","0","3","3","1","2","2","15001"
"2018/05/23 12:36:42 PM MDT","2","4","4","3","1","1","0","0","3","3","2","4","3","3","3","2","2","2","1","3","2","The cover copy, reading a page to see if I like the style, etc.","1","0","0","0","1","6","7","1","1","3","91406"
"2018/05/23 1:13:37 PM MDT","2","4","2","0","1","1","0","0","1","3","4","2","3","4","4","1","3","4","2","1","4","","0","0","0","0","0","5","4","1","3","3","84020"
"2018/05/23 1:18:15 PM MDT","2","4","3","4","1","1","0","1","1","3","3","4","4","3","3","1","2","2","1","1","2","","0","0","0","0","0","2","2","3","3","-1","-1"
"2018/05/23 1:41:04 PM MDT","2","4","2","2","1","1","0","1","3","3","3","4","5","4","4","2","3","4","2","2","3","","0","0","0","0","0","3","6","1","2","2","20747"
"2018/05/23 1:51:49 PM MDT","2","4","4","3","1","1","1","0","1","1","2","3","3","4","5","3","3","4","1","2","1","","0","0","0","0","0","3","4","1","2","-1","-1"
"2018/05/23 1:59:59 PM MDT","2","4","4","1","1","1","1","0","1","3","4","3","4","3","2","-1","2","3","2","2","2","The book has positive reviews by known figures on the cover","0","0","0","0","0","7","7","2","2","3","15206"
"2018/05/23 2:02:23 PM MDT","2","4","4","4","1","1","0","0","1","3","3","2","3","4","4","2","4","3","2","1","1","","0","0","0","0","0","4","4","1","2","-1","77371"
"2018/05/23 3:59:38 PM MDT","2","1","4","3","1","1","0","1","4","3","4","4","4","3","5","1","3","2","1","2","2","","0","0","0","0","0","4","6","1","2","-1","-1"
"2018/05/23 8:47:05 PM MDT","1","0","0","0","1","1","1","0","3","3","5","1","3","3","3","2","1","3","4","1","3","","0","0","0","1","0","5","7","2","2","2","-1"
"2018/05/23 10:22:52 PM MDT","2","1","1","1","1","0","1","1","2","3","4","2","3","4","2","2","2","4","3","3","4","I think you mean ""This book won an award"" :)","0","1","0","0","0","4","7","1","2","4","90026"
"2018/05/23 10:48:53 PM MDT","2","4","4","3","1","1","1","1","1","3","4","4","4","5","4","2","1","3","3","3","3","","0","0","0","0","1","5","7","2","4","-1","91801"
"2018/05/24 6:15:38 AM MDT","2","4","3","3","1","1","0","0","1","3","2","3","5","4","4","1","2","2","1","2","1","The title and synopsis sound interesting; The book has been on my wishlist ","0","0","0","0","0","3","5","1","2","-1","-1"
"2018/05/24 6:24:43 AM MDT","2","1","0","1","1","1","0","0","1","1","1","5","2","3","1","3","1","1","1","1","-1","","0","0","0","0","0","2","2","1","1","1","-1"
"2018/05/24 6:29:13 AM MDT","2","2","3","2","1","1","0","0","2","4","3","3","4","4","5","2","1","2","1","4","1","","0","1","0","0","0","4","7","1","2","4","29579"
"2018/05/24 6:40:54 AM MDT","2","0","0","0","1","1","1","1","3","3","3","5","3","5","1","3","1","5","4","2","4","The blurb sounds interesting","0","0","0","0","0","4","6","1","2","3","-1"
"2018/05/24 9:30:22 AM MDT","2","0","3","3","1","1","1","1","1","3","1","5","3","3","5","3","3","3","1","1","1","","0","0","0","0","0","5","6","1","1","4","73003"
"2018/05/24 10:05:13 AM MDT","2","3","2","1","1","1","1","0","2","4","3","2","3","3","2","1","2","4","2","3","3","","0","0","0","0","0","5","8","1","3","-1","90039"
"2018/05/24 1:12:45 PM MDT","2","1","0","0","1","1","0","1","2","3","3","5","5","5","1","5","4","5","5","1","4","","0","0","0","0","0","2","2","1","2","-1","-1"
"2018/05/24 5:19:47 PM MDT","2","4","3","1","1","1","1","1","1","3","3","5","4","4","3","1","3","4","2","4","4","","0","0","0","0","0","7","6","1","2","-1","90031"
"2018/05/24 5:58:02 PM MDT","2","4","2","1","1","1","1","0","3","4","2","4","4","4","4","1","1","5","2","2","3","","0","0","0","0","0","5","6","1","3","3","46033"
"2018/05/24 7:25:42 PM MDT","2","4","4","3","1","0","1","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","","0","0","0","0","0","5","7","1","2","4","91607"
"2018/05/24 10:24:29 PM MDT","2","4","4","4","1","1","0","1","2","4","2","4","4","4","4","1","1","3","2","2","2","","0","0","0","0","0","5","6","1","4","2","84128"
"2018/05/25 7:45:13 AM MDT","2","2","2","2","1","1","1","1","4","5","4","4","4","4","3","1","1","2","1","2","1","","0","0","0","0","0","3","4","4","2","1","12561"
"2018/05/26 1:10:35 PM MDT","2","2","2","2","1","1","1","0","1","4","3","2","4","4","3","2","2","4","3","3","3","","0","0","0","0","0","3","7","1","3","2","-1"
"2018/05/27 11:26:50 AM MDT","2","4","1","2","1","1","1","0","1","3","4","5","4","5","5","3","3","4","4","4","4","","0","0","0","0","0","6","6","1","2","2","91030"
"2018/05/27 12:49:36 PM MDT","2","1","2","1","1","1","1","0","5","1","4","3","5","5","5","1","1","4","3","4","3","","0","0","0","0","0","5","6","2","2","3","14216"
"2018/05/27 1:02:19 PM MDT","2","2","1","0","1","0","0","0","1","3","4","1","4","2","2","2","3","5","2","2","2","","1","0","0","0","0","5","6","1","2","-1","90034"
"2018/05/30 6:42:42 PM MDT","2","4","4","2","1","1","1","1","1","3","3","1","2","3","2","1","2","3","4","4","4","I check out items from the library that have been lingering on my ""to be read"" list for a long time.","0","0","1","1","0","5","7","1","2","4","60172"
"2018/05/30 6:56:38 PM MDT","2","4","4","2","1","1","1","0","3","4","2","2","3","1","1","1","1","3","2","1","1","My mood is probably the most important factor in choosing my next read.","0","0","0","0","0","5","4","2","1","-1","89103"
"2018/05/30 8:11:42 PM MDT","2","4","4","3","1","1","0","0","1","3","1","3","2","5","4","2","1","1","1","3","1","","0","0","0","0","0","2","2","1","3","-1","-1"
"2018/05/31 12:43:05 AM MDT","2","4","4","3","1","1","0","0","3","4","2","2","3","4","4","3","3","3","3","2","2","","0","0","0","0","0","2","2","1","4","-1","-1"
"2018/05/31 5:59:13 AM MDT","2","3","3","1","1","1","0","0","1","4","3","4","4","5","4","1","1","2","2","2","1","","0","0","0","0","0","3","3","1","3","3","01756"
"2018/05/31 8:15:07 AM MDT","2","4","4","3","1","1","1","1","4","3","2","4","1","5","5","1","5","1","3","4","4","How interesting the summary is.","0","0","0","1","1","2","1","1","3","-1","-1"
"2018/05/31 9:50:11 AM MDT","2","2","2","2","1","1","1","1","2","3","1","4","3","3","4","1","2","2","2","3","1","","0","0","0","0","0","4","5","2","2","3","91761"
"2018/06/01 4:15:09 PM MDT","2","4","4","4","1","1","0","1","4","3","3","3","4","3","2","3","2","3","2","2","1","","0","1","0","1","0","5","7","1","2","3","90026"
"2018/06/02 4:50:54 PM MDT","2","3","3","2","1","0","1","0","1","4","4","4","3","3","3","2","1","2","4","4","1","","0","0","0","0","0","2","2","1","3","-1","-1"
